GX,GY,GZ,AX,AY,AZ,timestamp,activity,session_id
35.278,125.793,-87.219,-0.571,-0.561,0.281,1746801933.77288,no_work,3
39.49,116.699,-104.431,-0.625,-0.866,0.457,1746801933.871983,no_work,3
1.892,139.832,-81.36,-0.844,-0.683,0.102,1746801933.929001,no_work,3
-76.965,133.972,-19.958,-0.877,-0.762,-0.088,1746801934.192985,no_work,3
28.992,6.104,-17.395,-1.072,-0.67,-0.184,1746801934.505815,no_work,3
-21.057,90.21,-32.959,-0.291,-0.637,-0.253,1746801934.505815,no_work,3
9.766,53.04,4.761,-0.603,-0.703,-0.179,1746801934.594985,no_work,3
4.028,47.302,10.376,-0.494,-0.733,-0.395,1746801934.594985,no_work,3
11.108,-21.24,0.366,-0.604,-0.816,-0.344,1746801934.727552,no_work,3
-10.498,-1.953,-14.771,-0.501,-0.71,-0.363,1746801934.887641,no_work,3
8.85,8.789,8.484,-0.696,-0.635,-0.355,1746801934.887641,no_work,3
-0.732,-46.692,-6.348,-0.583,-0.739,-0.305,1746801934.994208,no_work,3
2.319,-20.691,-6.287,-0.615,-0.682,-0.335,1746801935.102686,no_work,3
13.0,4.028,2.747,-0.624,-0.744,-0.247,1746801935.217167,no_work,3
13.489,-9.277,3.296,-0.662,-0.722,-0.302,1746801935.413349,no_work,3
14.709,17.639,5.493,-0.583,-0.731,-0.229,1746801935.413349,no_work,3
7.141,24.719,3.906,-0.629,-0.706,-0.282,1746801935.484202,no_work,3
-8.301,59.448,2.197,-0.552,-0.698,-0.276,1746801935.790965,no_work,3
2.502,-8.118,-8.911,-0.529,-0.691,-0.319,1746801936.070378,no_work,3
8.606,-16.724,-8.85,-0.519,-0.797,-0.407,1746801936.070378,no_work,3
-32.837,-15.808,-25.024,-0.556,-0.708,-0.242,1746801936.246239,no_work,3
16.418,-73.792,-13.0,-1.266,-0.866,-0.35,1746801936.246239,no_work,3
4.211,-39.185,19.653,-0.92,-0.951,-0.212,1746801936.345822,no_work,3
-27.71,10.986,57.068,-0.987,-0.769,-0.177,1746801936.448716,no_work,3
-30.334,2.869,121.948,-1.07,-0.274,-0.162,1746801936.656265,no_work,3
2.563,-19.348,101.929,-0.924,0.027,-0.161,1746801936.7415,no_work,3
16.724,-43.823,55.481,-0.773,-0.098,0.012,1746801937.098679,no_work,3
40.466,-45.898,-13.977,-0.916,-0.307,-0.02,1746801937.098679,no_work,3
31.128,-9.644,-30.273,-1.001,-0.375,-0.009,1746801937.155784,no_work,3
26.917,-87.646,-33.875,-0.985,-0.481,0.068,1746801937.155784,no_work,3
-14.038,-38.818,-8.423,-0.83,-0.612,0.2,1746801937.259154,no_work,3
-43.884,-44.983,-36.377,-0.658,-0.594,0.029,1746801937.353951,no_work,3
-26.367,24.963,-99.792,-0.865,-0.435,0.179,1746801937.452529,no_work,3
-18.494,-167.053,-89.05,-1.107,-0.565,0.257,1746801937.50418,no_work,3
-8.972,-38.452,-80.017,-0.519,-0.606,0.64,1746801937.764105,no_work,3
-16.968,-101.807,-24.902,-0.871,-0.687,0.707,1746801937.872391,no_work,3
36.194,29.358,-16.663,-0.374,-0.696,0.644,1746801937.872391,no_work,3
35.828,10.559,1.953,-0.455,-0.915,0.707,1746801937.986593,no_work,3
37.72,26.55,4.211,-0.642,-0.637,0.703,1746801938.132424,no_work,3
33.203,10.559,27.1,-0.636,-0.601,0.561,1746801938.302386,no_work,3
9.155,-8.24,27.588,-0.534,-0.702,0.464,1746801938.302386,no_work,3
-20.874,-8.057,-2.808,-0.347,-0.793,0.335,1746801938.404266,no_work,3
1.709,16.846,30.273,-0.483,-0.817,0.654,1746801938.491799,no_work,3
1.343,-1.526,79.224,-0.76,-0.909,0.462,1746801938.870518,no_work,3
-7.629,-16.235,127.869,-0.944,-0.4,0.61,1746801938.870518,no_work,3
-72.51,-18.677,81.055,-0.834,-0.095,0.219,1746801938.994523,no_work,3
-47.913,-75.684,18.25,-0.452,-0.22,0.722,1746801938.994523,no_work,3
-20.264,-56.03,-62.439,-0.425,-0.624,0.592,1746801939.086845,no_work,3
-15.747,-50.415,-54.565,-0.568,-0.926,0.764,1746801939.150312,no_work,3
-17.273,-73.547,-43.152,-0.381,-0.59,0.685,1746801939.304589,no_work,3
7.568,9.766,-51.27,0.039,-0.73,0.769,1746801939.346217,no_work,3
0.488,73.853,-43.64,-0.675,-0.905,0.658,1746801939.51164,no_work,3
11.23,-2.136,-15.137,-0.292,-0.728,0.888,1746801939.561643,no_work,3
-2.38,-23.315,-13.245,-0.106,-0.823,0.831,1746801939.643473,no_work,3
9.644,39.551,-10.376,-0.363,-0.673,0.607,1746801939.746109,no_work,3
10.803,41.321,-3.113,-0.387,-0.696,0.614,1746801939.84874,no_work,3
16.785,-0.244,-6.165,-0.244,-0.773,0.795,1746801940.015492,no_work,3
12.939,-7.935,-7.019,-0.224,-0.635,0.785,1746801940.15408,no_work,3
13.428,1.77,0.0,-0.102,-0.827,0.783,1746801940.231719,no_work,3
18.616,10.742,-3.052,-0.095,-0.564,0.644,1746801940.321471,no_work,3
3.723,93.933,-7.324,-0.288,-0.735,0.649,1746801940.432748,no_work,3
7.202,36.255,-5.371,-0.154,-0.651,0.696,1746801940.498432,no_work,3
12.573,61.462,-0.244,-0.549,-0.738,0.55,1746801940.613757,no_work,3
7.385,15.015,-2.136,-0.548,-0.647,0.531,1746801940.73517,no_work,3
-2.319,-14.282,-1.892,-0.662,-0.706,0.63,1746801940.944732,no_work,3
-10.132,-12.695,1.587,-0.513,-0.627,0.554,1746801940.944732,no_work,3
-8.667,-10.315,6.958,-0.582,-0.787,0.637,1746801941.22509,no_work,3
-6.592,0.122,27.161,-0.588,-0.661,0.529,1746801941.22509,no_work,3
-11.108,28.992,20.02,-0.375,-0.807,0.603,1746801941.505779,no_work,3
45.044,181.641,48.95,-0.787,-0.838,0.525,1746801941.505779,no_work,3
36.377,409.058,72.937,-0.731,-0.615,0.158,1746801941.566134,no_work,3
47.363,277.588,92.896,-1.104,-0.616,-0.381,1746801941.566134,no_work,3
84.717,80.566,138.062,-1.025,-0.205,-0.717,1746801941.835952,no_work,3
28.625,-61.096,130.92,-0.959,-0.084,-1.06,1746801941.835952,no_work,3
-41.626,-213.928,124.084,-0.507,-0.086,-0.666,1746801942.147727,no_work,3
-91.614,-290.588,-12.207,-0.047,0.128,-0.35,1746801942.147727,no_work,3
-85.876,85.449,-203.369,-0.154,-0.407,-0.136,1746801942.277885,no_work,3
17.273,137.756,-191.467,-1.406,-0.871,-0.463,1746801942.277885,no_work,3
-0.549,-91.675,-24.048,-1.102,-0.727,-0.106,1746801942.326531,no_work,3
-27.527,-115.845,9.338,-1.253,-0.939,-0.059,1746801942.408316,no_work,3
41.504,-57.617,41.687,-0.459,-0.719,0.228,1746801942.512491,no_work,3
31.006,201.233,52.917,-0.531,-0.528,-0.059,1746801942.605869,no_work,3
16.907,46.509,-26.306,-0.375,-0.43,-0.612,1746801942.789967,no_work,3
-52.429,-41.504,-123.474,-0.656,-0.471,-0.508,1746801942.893263,no_work,3
-33.63,-9.949,-51.636,-1.261,-0.674,-0.366,1746801942.989922,no_work,3
36.194,9.155,-13.123,-0.504,-1.818,0.25,1746801943.187123,no_work,3
-9.644,62.683,21.362,-0.769,-0.633,-0.523,1746801943.187123,no_work,3
23.987,-1.953,17.395,-0.609,-0.889,-0.192,1746801943.295497,no_work,3
7.69,-65.796,20.63,-0.665,-0.526,-0.402,1746801943.510596,no_work,3
34.668,-45.776,31.555,-0.809,-0.627,-0.399,1746801943.510596,no_work,3
12.939,25.269,82.153,-1.478,-0.765,-0.17,1746801943.571417,no_work,3
-13.0,-87.83,31.616,-0.55,-0.366,0.121,1746801943.721073,no_work,3
-23.438,-134.521,-37.659,-0.805,-0.422,0.046,1746801943.797188,no_work,3
12.573,95.642,-38.635,-0.6,-0.71,0.177,1746801943.913232,no_work,3
35.4,94.666,-3.601,-0.812,-0.776,-0.035,1746801944.219409,no_work,3
-28.198,-20.63,-38.086,-0.789,-0.71,-0.181,1746801944.219409,no_work,3
-33.997,46.631,-18.127,-0.886,-0.591,-0.22,1746801944.330592,no_work,3
0.61,-211.365,10.62,-0.891,-0.406,-0.096,1746801944.421385,no_work,3
-31.067,-210.632,-4.944,-0.804,-0.47,0.157,1746801944.63066,no_work,3
-46.936,-157.532,-62.195,-0.488,-0.829,0.466,1746801944.63066,no_work,3
-29.968,-22.095,-21.912,-0.658,-1.017,0.316,1746801944.724089,no_work,3
2.38,59.021,57.617,-1.001,-0.901,0.502,1746801944.828007,no_work,3
-21.423,-11.78,140.991,-0.724,-0.273,0.247,1746801944.884087,no_work,3
-42.358,-42.175,66.956,-0.457,-0.438,0.475,1746801944.968403,no_work,3
-23.56,30.334,-22.4,-0.521,-0.671,0.386,1746801945.070826,no_work,3
-27.222,5.554,-91.553,-0.402,-0.987,0.461,1746801945.171737,no_work,3
0.305,21.057,-35.706,-0.636,-0.863,0.371,1746801945.274144,no_work,3
41.809,29.785,-80.688,-0.542,-0.686,0.405,1746801945.39935,no_work,3
84.9,60.364,-118.774,-0.544,-0.584,0.393,1746801945.503953,no_work,3
75.928,22.827,-107.666,-0.9,-0.709,0.324,1746801945.905925,no_work,3
4.822,-26.428,2.686,-0.848,-0.738,0.329,1746801945.905925,no_work,3
-5.493,-32.166,15.93,-0.404,-0.738,0.437,1746801945.955217,no_work,3
-2.197,-33.63,-15.564,-0.152,-1.038,0.555,1746801945.955217,no_work,3
10.315,28.87,-23.132,-0.336,-1.007,0.664,1746801946.035716,no_work,3
38.818,48.767,180.237,-1.329,-0.904,0.561,1746801946.159567,no_work,3
-19.531,-8.484,165.1,-0.526,-0.219,0.38,1746801946.279656,no_work,3
-27.771,-17.456,58.472,-0.336,-0.215,0.386,1746801946.342557,no_work,3
-70.923,-39.001,-118.164,-0.625,-0.675,0.48,1746801946.625654,no_work,3
5.859,11.597,-35.339,-0.877,-1.114,0.674,1746801946.946604,no_work,3
43.762,15.808,-15.442,-0.45,-0.699,0.615,1746801946.946604,no_work,3
20.569,-125.427,-127.563,-0.702,-0.597,0.475,1746801947.324747,no_work,3
-4.028,-35.767,-10.925,-0.439,-0.906,0.277,1746801947.324747,no_work,3
0.244,12.878,-4.211,-0.298,-0.851,0.754,1746801947.393363,no_work,3
59.448,242.981,106.873,-1.033,-1.08,0.683,1746801947.393363,no_work,3
-0.671,40.1,195.435,-0.788,-0.513,0.344,1746801947.446034,no_work,3
-49.805,6.042,74.219,-0.34,-0.24,0.327,1746801947.672913,no_work,3
-60.974,-16.663,-64.453,-0.621,-0.578,0.429,1746801947.814605,no_work,3
-6.287,9.521,-48.523,-0.885,-1.166,0.468,1746801947.814605,no_work,3
20.081,62.561,-16.357,-0.718,-0.728,0.636,1746801947.871153,no_work,3
74.463,104.126,9.521,-1.134,-0.347,0.573,1746801948.005298,no_work,3
66.04,11.23,78.064,-1.206,-0.372,0.182,1746801948.08285,no_work,3
35.645,-63.416,72.327,-0.886,-0.439,0.154,1746801948.33984,no_work,3
17.578,-117.126,22.278,-0.613,-0.392,0.285,1746801948.518332,no_work,3
13.794,13.733,-30.762,-0.491,-0.427,0.465,1746801948.518332,no_work,3
-0.122,-59.387,54.871,-0.937,-0.61,0.626,1746801948.62152,no_work,3
-7.324,-4.639,68.481,-0.861,-0.427,0.529,1746801948.723376,no_work,3
15.93,92.407,47.485,-0.672,-0.157,0.583,1746801948.800919,no_work,3
-20.02,41.565,-17.883,-0.724,0.025,0.474,1746801948.927251,no_work,3
-12.695,-20.264,-38.208,-0.728,-0.075,0.571,1746801949.034154,no_work,3
-66.467,-91.675,-76.782,-0.777,-0.189,0.76,1746801949.13277,no_work,3
-75.867,20.935,-51.514,-0.709,-0.498,0.826,1746801949.316351,no_work,3
-16.785,12.695,-12.695,-0.812,-0.492,0.804,1746801949.44783,no_work,3
-28.809,-77.209,-5.371,-0.509,-0.554,0.82,1746801949.44783,no_work,3
-47.241,-65.735,-27.832,-0.361,-0.579,0.584,1746801949.750094,no_work,3
-25.146,-54.626,12.085,-0.18,-0.963,0.802,1746801949.847328,no_work,3
-2.258,100.83,27.039,-0.449,-0.853,0.499,1746801949.847328,no_work,3
23.621,46.143,-12.756,-0.827,-0.735,0.478,1746801949.94637,no_work,3
-10.254,22.217,-16.724,-0.625,-0.817,0.754,1746801951.891684,no_work,3
31.128,47.485,3.723,-0.374,-0.78,0.88,1746801952.1002,no_work,3
9.705,4.028,1.587,-0.366,-0.724,0.612,1746801952.1002,no_work,3
-1.831,-17.029,-5.798,-0.414,-0.707,0.551,1746801952.1002,no_work,3
-3.052,-54.382,-8.24,0.298,-0.982,-0.032,1746801952.1002,no_work,3
38.391,103.21,5.432,-0.25,-0.738,0.503,1746801952.1002,no_work,3
48.889,242.432,6.348,-0.704,-0.749,0.0,1746801952.1002,no_work,3
52.856,416.382,-11.23,-0.913,-0.434,0.146,1746801952.1002,no_work,3
0.793,93.872,-49.805,-0.738,-0.744,-0.32,1746801952.1002,no_work,3
7.874,41.443,-5.066,-0.543,-0.754,-0.217,1746801952.1002,no_work,3
13.062,-156.189,27.1,-0.836,-0.898,0.051,1746801952.1002,no_work,3
110.535,-122.559,45.959,-1.056,-0.501,0.167,1746801952.1002,no_work,3
10.559,-47.241,-18.677,-0.532,-0.747,0.188,1746801952.1002,no_work,3
13.306,-57.861,53.589,-0.783,-0.955,0.395,1746801952.1002,no_work,3
-77.087,-58.228,-9.705,-0.555,-0.631,0.572,1746801952.30783,no_work,3
-51.697,-47.852,-13.123,-0.533,-0.847,0.81,1746801952.407467,no_work,3
-48.828,-193.481,65.491,-0.951,-0.643,0.378,1746801952.63974,no_work,3
-73.303,-154.724,108.765,-0.723,-0.489,0.478,1746801952.716064,no_work,3
-33.081,26.917,22.156,-0.019,-0.877,0.447,1746801952.716064,no_work,3
-27.039,0.183,9.766,-0.178,-1.038,0.816,1746801952.823983,no_work,3
-12.207,-14.587,-4.7,-0.371,-0.757,0.313,1746801953.189412,no_work,3
38.269,92.59,1.526,-0.154,-1.04,0.834,1746801953.189412,no_work,3
147.156,130.737,20.386,-0.47,-1.153,0.482,1746801953.456446,no_work,3
181.885,188.416,-117.493,-0.399,-0.63,0.477,1746801953.456446,no_work,3
18.799,39.917,-41.809,-0.892,-0.676,0.08,1746801953.538556,no_work,3
-9.949,-64.087,-21.912,-0.268,-1.059,0.662,1746801953.538556,no_work,3
62.256,128.723,14.526,-0.815,-1.044,0.376,1746801953.639222,no_work,3
56.946,56.702,101.99,-1.104,-0.95,0.549,1746801953.697582,no_work,3
8.789,-19.043,197.998,-1.391,-0.132,0.408,1746801953.843781,no_work,3
-0.427,-100.403,172.546,-0.872,0.115,0.476,1746801953.942128,no_work,3
12.085,-95.398,89.844,-0.556,0.048,0.616,1746801954.038911,no_work,3
1.343,0.793,-11.963,-0.427,-0.088,0.646,1746801954.16543,no_work,3
-5.676,-7.935,-68.481,-0.396,-0.209,0.617,1746801954.262596,no_work,3
-8.606,-3.906,-71.838,-0.549,-0.24,0.652,1746801954.358169,no_work,3
12.207,30.212,0.916,-0.701,-0.219,1.065,1746801954.586917,no_work,3
13.428,-83.252,92.529,-0.548,-0.328,0.735,1746801954.658897,no_work,3
-31.738,-19.226,86.365,-0.356,-0.147,0.586,1746801954.658897,no_work,3
-102.051,63.293,-51.575,-0.024,-0.094,0.688,1746801954.776909,no_work,3
-108.337,-7.629,-164.856,-0.526,-0.504,1.311,1746801954.893617,no_work,3
-26.978,56.763,-131.348,-0.796,-0.531,1.195,1746801955.136443,no_work,3
5.92,73.73,-77.209,-0.694,-0.449,0.827,1746801955.279084,no_work,3
-4.578,52.917,-23.804,-0.754,-0.54,0.8,1746801955.279084,no_work,3
7.629,64.27,6.531,-0.576,-0.653,0.708,1746801955.328307,no_work,3
3.967,26.184,-3.906,-0.485,-0.707,0.739,1746801955.397394,no_work,3
-10.071,-32.043,-13.916,-0.737,-0.64,0.791,1746801955.544297,no_work,3
41.809,62.744,47.241,-1.026,-0.392,0.954,1746801955.686404,no_work,3
107.422,-19.47,155.396,-1.137,-0.513,0.975,1746801955.7404,no_work,3
75.439,-54.321,149.353,-0.716,-0.352,0.629,1746801955.832957,no_work,3
46.509,-30.884,88.257,-0.196,-0.077,0.426,1746801956.008422,no_work,3
-20.142,-24.963,-49.438,-0.238,-0.128,0.625,1746801956.110767,no_work,3
-31.738,31.067,-88.806,-0.296,-0.329,0.749,1746801956.200168,no_work,3
-10.62,-10.132,15.076,-0.53,0.009,1.046,1746801956.308949,no_work,3
12.695,-6.042,12.207,-0.606,-0.226,0.95,1746801956.423531,no_work,3
52.734,60.974,52.002,-0.532,-0.49,0.894,1746801956.62231,no_work,3
20.325,-21.057,-3.357,-0.465,-0.118,0.655,1746801956.714244,no_work,3
2.258,-47.302,-107.727,-0.363,-0.025,0.814,1746801956.714244,no_work,3
10.925,6.042,-149.536,-1.113,0.029,0.829,1746801956.806659,no_work,3
-21.179,55.542,-84.106,-0.915,0.293,0.573,1746801957.020571,no_work,3
-61.89,41.687,-63.11,-0.692,0.155,0.584,1746801957.020571,no_work,3
-85.449,41.321,-59.998,-0.778,-0.674,0.829,1746801957.122564,no_work,3
-61.462,0.549,-27.222,-0.726,-0.447,0.796,1746801957.226299,no_work,3
-20.813,10.742,-15.137,-0.671,-0.492,0.768,1746801957.443462,no_work,3
24.17,3.479,-14.893,-0.654,-0.784,0.886,1746801957.538728,no_work,3
14.893,-17.029,23.743,-0.665,-0.807,0.625,1746801957.626386,no_work,3
-21.973,-19.226,23.193,-0.568,-0.942,0.333,1746801957.677552,no_work,3
-23.01,-38.391,-10.986,-0.235,-0.945,0.32,1746801957.838066,no_work,3
-25.574,-64.575,-43.152,-0.682,-0.718,0.633,1746801957.939404,no_work,3
13.123,-15.991,-90.637,-0.49,-0.518,0.871,1746801957.9818,no_work,3
54.26,43.152,-83.191,-0.832,-0.811,0.799,1746801958.0806,no_work,3
85.083,66.406,126.404,-0.959,-0.986,0.596,1746801958.193238,no_work,3
-14.282,245.361,246.216,-0.998,-0.056,0.234,1746801958.352691,no_work,3
-171.021,121.643,171.082,-1.117,-0.031,0.369,1746801958.449901,no_work,3
-127.319,79.285,42.175,-0.832,-0.199,0.551,1746801960.395909,no_work,3
20.02,107.788,25.269,-0.733,-0.45,0.211,1746801960.495739,no_work,3
88.867,125.305,22.4,-0.807,-0.477,-0.398,1746801960.495739,no_work,3
30.945,88.196,29.785,-0.918,0.075,-0.361,1746801960.495739,no_work,3
5.005,16.113,-0.977,-0.712,-0.064,-0.69,1746801960.495739,no_work,3
81.726,16.174,-25.574,-2.923,-0.614,-0.677,1746801960.505551,no_work,3
-53.955,-98.328,0.488,-0.784,-0.301,-0.518,1746801960.505551,no_work,3
-46.57,-61.096,51.453,-1.004,-0.133,-0.202,1746801960.505551,no_work,3
29.358,49.316,13.489,-0.869,0.582,-0.126,1746801960.505551,no_work,3
0.488,-163.696,-24.17,-0.961,0.352,0.029,1746801960.505551,no_work,3
-14.893,-192.139,-40.405,-1.099,0.215,0.3,1746801960.505551,no_work,3
20.203,100.769,25.024,-1.025,0.222,0.786,1746801960.505551,no_work,3
-19.897,-74.341,-61.584,-0.327,-0.139,0.551,1746801960.604826,no_work,3
16.724,21.179,-17.334,-1.151,-0.011,0.685,1746801960.822801,no_work,3
17.273,-35.95,31.677,-1.037,0.229,0.634,1746801960.822801,no_work,3
-7.629,57.129,23.071,-0.849,0.001,0.35,1746801960.91277,no_work,3
-88.257,91.614,0.366,-1.013,-0.02,0.168,1746801961.009314,no_work,3
-83.435,66.04,-30.457,-0.735,0.13,0.036,1746801961.113951,no_work,3
-114.563,-24.78,-22.949,-0.927,-0.143,0.178,1746801961.321702,no_work,3
-99.609,23.804,7.446,-1.167,-0.26,0.216,1746801961.321702,no_work,3
-26.062,2.747,10.376,-1.115,-0.12,0.342,1746801961.422376,no_work,3
13.855,-4.517,8.179,-0.992,-0.075,0.15,1746801961.519687,no_work,3
13.367,-13.855,-20.874,-0.947,-0.222,0.117,1746801961.629096,no_work,3
42.48,12.39,-43.213,-0.866,-0.244,0.145,1746801961.730856,no_work,3
47.852,78.064,-35.767,-0.977,-0.442,0.209,1746801961.835155,no_work,3
59.998,19.47,-24.109,-1.028,-0.179,0.083,1746801961.925257,no_work,3
74.829,41.748,-22.888,-1.0,-0.214,0.113,1746801962.0372,no_work,3
51.697,38.025,-14.465,-1.227,-0.431,0.094,1746801962.139131,no_work,3
29.663,-10.498,-4.333,-0.897,-0.269,0.095,1746801962.249903,no_work,3
41.443,20.142,-4.883,-0.824,-0.265,0.073,1746801962.346087,no_work,3
36.438,68.909,-2.869,-0.891,-0.295,-0.101,1746801962.622778,no_work,3
9.033,12.634,-15.747,-0.94,-0.296,-0.128,1746801962.747912,no_work,3
-8.667,27.954,-6.775,-0.987,-0.276,-0.109,1746801962.747912,no_work,3
-0.671,32.41,25.696,-1.21,-0.383,-0.15,1746801962.876287,no_work,3
38.94,51.147,107.117,-0.796,-0.249,-0.037,1746801962.980523,no_work,3
32.959,30.212,67.444,-0.799,-0.073,-0.15,1746801963.211629,no_work,3
42.114,2.136,15.076,-0.86,0.092,-0.271,1746801963.373776,no_work,3
46.509,13.55,-9.521,-0.995,0.245,-0.477,1746801963.373776,no_work,3
59.021,5.493,5.188,-1.179,0.326,-0.267,1746801963.471671,no_work,3
-4.15,-78.857,15.747,-1.25,0.021,-0.385,1746801963.675133,no_work,3
-17.334,-80.017,3.235,-0.873,0.012,-0.372,1746801963.675133,no_work,3
0.671,-2.075,6.287,-0.882,-0.18,-0.212,1746801963.778131,no_work,3
-7.019,11.719,19.653,-0.881,-0.155,-0.174,1746801963.82225,no_work,3
9.705,20.63,-2.441,-0.813,-0.018,-0.167,1746801963.983512,no_work,3
-0.061,2.869,-6.287,-0.955,-0.006,-0.207,1746801964.250905,no_work,3
15.381,10.437,-12.573,-1.062,0.006,-0.211,1746801964.618844,no_work,3
-2.869,-0.549,3.662,-0.913,0.019,-0.231,1746801964.618844,no_work,3
-57.861,-76.355,-81.97,-0.712,-0.096,-0.336,1746801964.701912,no_work,3
-42.664,-111.633,-133.789,-1.06,0.164,-0.028,1746801964.701912,no_work,3
-57.068,-72.571,-73.669,-2.042,0.089,0.631,1746801964.80252,no_work,3
-26.55,-121.216,129.456,-2.24,0.047,0.765,1746801964.906454,no_work,3
35.339,-150.635,207.764,-1.587,-0.015,0.544,1746801965.224085,no_work,3
70.923,-214.233,161.621,-0.432,0.182,0.343,1746801965.313076,no_work,3
25.391,-173.95,-13.916,0.127,0.379,0.386,1746801965.313076,no_work,3
-24.963,-103.516,-98.877,-0.049,0.136,0.565,1746801965.426495,no_work,3
-44.373,-72.937,-94.116,-0.125,0.165,0.785,1746801965.545068,no_work,3
-3.174,6.409,-44.983,-0.074,0.213,0.932,1746801965.545068,no_work,3
-10.803,-41.565,-12.756,0.02,0.272,0.929,1746801965.713207,no_work,3
-0.916,23.987,-13.794,0.001,0.343,0.923,1746801965.940255,no_work,3
39.856,14.404,26.184,-0.462,0.212,1.309,1746801966.0326,no_work,3
68.726,-5.798,103.455,-0.328,0.13,0.884,1746801966.0326,no_work,3
49.622,-32.898,117.065,-0.188,0.308,0.375,1746801966.376738,no_work,3
-39.185,-7.446,67.322,0.177,0.333,0.624,1746801966.376738,no_work,3
-67.749,105.591,-20.813,0.107,0.471,0.946,1746801966.670268,no_work,3
-64.148,114.014,-67.139,-0.133,0.695,1.248,1746801966.670268,no_work,3
72.327,223.816,-89.478,-0.426,0.115,1.013,1746801966.745701,no_work,3
93.14,162.537,-75.134,-1.069,0.503,0.323,1746801966.745701,no_work,3
-32.166,329.59,-19.409,-0.722,0.474,-0.26,1746801966.850636,no_work,3
77.698,-15.869,32.104,-1.166,0.281,0.011,1746801966.947766,no_work,3
31.128,-92.102,28.931,-1.125,0.454,-0.187,1746801967.011756,no_work,3
26.978,-6.47,51.697,-1.065,0.437,0.306,1746801967.141032,no_work,3
-13.977,-55.969,46.875,-0.887,0.666,-0.006,1746801967.235544,no_work,3
17.578,-98.633,78.003,-1.317,0.292,0.447,1746801967.36711,no_work,3
21.729,-85.449,114.807,-0.781,0.801,0.176,1746801967.784603,no_work,3
-55.725,-76.416,76.538,-0.464,0.664,0.119,1746801967.784603,no_work,3
-49.744,-54.626,55.115,0.041,0.342,0.352,1746801967.873389,no_work,3
-10.193,-80.139,31.006,0.143,0.953,0.75,1746801967.976817,no_work,3
8.972,-13.733,37.109,0.229,1.012,0.703,1746801968.079993,no_work,3
16.052,-1.282,41.016,0.01,0.825,0.67,1746801968.18527,no_work,3
-5.432,-4.333,0.183,0.202,0.677,0.709,1746801968.401868,no_work,3
-7.263,3.113,-9.155,0.207,0.759,0.666,1746801968.401868,no_work,3
14.648,22.461,-9.583,0.232,0.798,0.751,1746801968.480328,no_work,3
44.922,65.796,-63.049,0.582,0.852,0.813,1746801968.528564,no_work,3
51.453,71.96,-146.118,-0.144,0.358,0.275,1746801968.693428,no_work,3
0.854,74.768,-137.146,-0.548,0.203,-0.2,1746801968.921952,no_work,3
11.047,74.829,-111.816,-1.043,0.353,0.13,1746801969.000962,no_work,3
30.823,244.507,-122.314,-1.404,0.848,0.301,1746801969.000962,no_work,3
-34.424,-20.752,-102.661,-1.223,0.586,0.504,1746801969.115962,no_work,3
-49.194,-41.26,-36.682,-0.922,0.4,0.347,1746801969.204542,no_work,3
-32.288,-7.202,-16.541,-1.015,0.302,0.108,1746801969.267445,no_work,3
-28.32,-150.269,10.62,-0.877,0.384,0.253,1746801969.448913,no_work,3
-24.292,-80.322,28.259,-0.96,0.356,0.62,1746801969.514441,no_work,3
-2.014,-1.892,44.189,-0.873,0.378,0.635,1746801969.574936,no_work,3
-2.38,9.094,67.261,-0.955,0.428,0.575,1746801969.718283,no_work,3
-1.587,-48.645,61.157,-0.639,0.228,0.58,1746801969.817336,no_work,3
-0.793,6.836,7.446,-0.53,0.274,0.58,1746801969.906899,no_work,3
16.785,15.686,-27.527,-0.699,0.4,0.582,1746801970.022812,no_work,3
27.466,13.794,-32.288,-0.755,0.467,0.574,1746801970.232726,no_work,3
27.1,-6.104,-29.48,-0.75,0.474,0.614,1746801970.232726,no_work,3
6.042,-40.771,-20.325,-0.883,0.637,0.754,1746801970.443093,no_work,3
-13.611,-50.476,10.498,-0.725,0.563,0.702,1746801970.537188,no_work,3
-13.062,-19.775,20.264,-0.553,0.552,0.595,1746801970.579552,no_work,3
-25.513,-19.592,30.823,-0.59,0.527,0.697,1746801970.737211,no_work,3
-20.142,-15.137,43.457,-0.555,0.456,0.845,1746801970.869562,no_work,3
-5.859,-61.646,28.32,-0.469,0.343,0.873,1746801970.869562,no_work,3
3.357,-62.256,12.085,-0.361,0.487,1.088,1746801970.970155,no_work,3
-6.409,-30.579,-3.357,-0.166,0.851,1.107,1746801971.170267,no_work,3
8.728,-83.435,-38.574,-0.041,0.522,0.781,1746801971.248892,no_work,3
6.409,-7.935,-81.421,-0.187,0.179,0.653,1746801971.297139,no_work,3
-5.737,4.028,-87.463,-0.259,-0.05,0.818,1746801971.456696,no_work,3
-5.005,-18.433,-8.301,-0.176,0.138,1.052,1746801971.554309,no_work,3
0.793,8.057,-1.648,-0.136,0.377,1.042,1746801971.603187,no_work,3
1.77,2.38,10.925,-0.232,0.128,0.896,1746801971.763723,no_work,3
27.222,66.467,113.892,-0.346,-0.169,0.846,1746801971.858769,no_work,3
12.695,60.547,119.324,-0.202,0.011,0.659,1746801971.925632,no_work,3
-52.307,60.486,-18.982,0.142,0.561,0.691,1746801972.309849,no_work,3
-91.431,96.13,-199.097,0.038,0.276,0.883,1746801972.432881,no_work,3
-50.171,36.072,-229.858,-0.791,0.068,1.244,1746801972.432881,no_work,3
