GX,GY,GZ,AX,AY,AZ,timestamp,activity,session_id
-12.207,-6.836,-0.244,-0.464,-0.18,0.81,1746798270.132008,hammering,3
24.963,17.761,19.531,-0.642,-0.174,0.849,1746798270.137552,hammering,3
5.005,-11.353,3.479,-0.434,-0.101,0.738,1746798270.137552,hammering,3
30.273,33.02,4.089,-0.585,-0.213,0.97,1746798270.146463,hammering,3
6.592,4.272,6.958,-0.468,-0.205,0.835,1746798270.146463,hammering,3
-31.677,5.737,-34.058,-0.493,-0.392,0.97,1746798270.231562,hammering,3
15.137,12.024,5.005,-0.56,-0.274,0.792,1746798270.282446,hammering,3
0.977,3.723,2.258,-0.47,-0.159,0.771,1746798270.430081,hammering,3
-18.738,7.629,-26.428,-0.488,-0.425,0.992,1746798270.544909,hammering,3
18.494,11.23,12.878,-0.608,-0.281,0.812,1746798270.634058,hammering,3
-4.7,0.061,1.221,-0.43,-0.158,0.699,1746798270.744389,hammering,3
-39.551,10.864,-46.814,-0.554,-0.53,0.994,1746798270.964324,hammering,3
26.001,14.648,8.301,-0.582,-0.296,0.808,1746798270.964324,hammering,3
23.132,5.981,20.996,-0.444,-0.125,0.8,1746798271.05516,hammering,3
-27.832,-10.742,-11.475,-0.453,-0.195,0.675,1746798271.155609,hammering,3
17.639,-22.522,-10.132,-1.212,-0.525,1.381,1746798271.36516,hammering,3
22.4,-14.709,16.724,-0.595,-0.26,0.865,1746798271.36516,hammering,3
0.732,-13.428,2.075,-0.347,-0.162,0.63,1746798271.46051,hammering,3
-51.086,1.343,-53.711,-0.571,-0.433,0.955,1746798271.568445,hammering,3
34.18,12.451,11.353,-0.55,-0.294,0.742,1746798271.652564,hammering,3
16.663,3.967,7.141,-0.363,-0.167,0.722,1746798271.770273,hammering,3
-49.866,0.549,-49.622,-0.311,-0.238,1.083,1746798271.881652,hammering,3
29.114,29.419,9.094,-0.497,-0.424,1.042,1746798271.972629,hammering,3
23.804,5.249,18.616,-0.434,-0.295,0.909,1746798272.074457,hammering,3
-4.089,-6.287,-16.418,-0.343,-0.157,0.685,1746798272.1896,hammering,3
27.405,44.983,41.382,-1.198,-0.762,1.541,1746798272.295327,hammering,3
23.438,-11.841,20.142,-0.581,-0.263,0.766,1746798272.389502,hammering,3
6.348,-0.977,6.592,-0.334,-0.129,0.598,1746798272.500007,hammering,3
-52.368,21.362,-46.997,-0.479,-0.472,1.145,1746798272.601928,hammering,3
23.621,32.227,15.442,-0.406,-0.293,0.875,1746798272.730459,hammering,3
16.113,13.733,4.7,-0.384,-0.188,0.76,1746798272.899992,hammering,3
-35.95,2.38,-47.485,-0.294,-0.301,1.16,1746798272.995702,hammering,3
39.978,32.043,16.357,-0.541,-0.26,0.891,1746798273.036747,hammering,3
31.372,-19.897,25.635,-0.441,-0.27,0.847,1746798273.13523,hammering,3
-30.151,-35.828,-21.057,-0.427,-0.236,0.656,1746798273.264963,hammering,3
33.691,19.47,13.977,-0.883,-0.641,1.685,1746798273.510165,hammering,3
28.748,-20.874,20.752,-0.568,-0.292,0.887,1746798273.510165,hammering,3
-0.732,-3.052,-3.723,-0.355,-0.165,0.628,1746798273.568656,hammering,3
-70.862,-4.822,-62.256,-0.51,-0.394,1.24,1746798273.715952,hammering,3
34.912,-10.01,6.042,-0.411,-0.323,0.809,1746798273.815253,hammering,3
27.222,26.184,25.879,-0.406,-0.251,0.775,1746798273.891562,hammering,3
-26.489,-34.668,-14.404,-0.385,-0.201,0.874,1746798274.023399,hammering,3
32.837,18.616,46.326,0.285,-2.307,1.511,1746798274.116451,hammering,3
7.69,48.157,17.517,-0.458,-0.357,0.7,1746798274.22475,hammering,3
22.766,35.156,7.568,-0.485,-0.281,0.845,1746798274.324096,hammering,3
13.367,15.503,6.958,-0.653,-0.262,0.839,1746798274.419889,hammering,3
10.559,-6.348,13.062,-0.662,-0.246,0.848,1746798274.520277,hammering,3
8.85,-9.277,13.55,-0.636,-0.231,0.792,1746798274.635369,hammering,3
2.319,7.324,8.301,-0.639,-0.256,0.795,1746798274.729512,hammering,3
4.15,6.714,8.118,-0.637,-0.19,0.828,1746798274.86047,hammering,3
1.16,13.306,5.981,-0.612,-0.154,0.808,1746798274.975107,hammering,3
-2.991,-11.841,4.944,-0.633,-0.204,0.875,1746798275.07137,hammering,3
-3.906,-12.451,13.672,-0.626,-0.251,0.852,1746798275.250477,hammering,3
-18.066,2.014,7.996,-0.561,-0.132,0.711,1746798275.362226,hammering,3
-38.025,-8.362,-24.17,-0.597,-0.279,0.966,1746798275.459507,hammering,3
18.738,14.343,8.606,-0.579,-0.268,0.816,1746798275.558646,hammering,3
13.855,-3.174,11.536,-0.505,-0.125,0.758,1746798275.67102,hammering,3
-32.776,-34.912,-26.489,-0.391,-0.18,0.88,1746798275.756479,hammering,3
26.733,-11.108,-13.55,-0.427,-0.576,1.06,1746798275.859598,hammering,3
10.681,0.366,8.85,-0.517,-0.203,0.796,1746798277.050041,hammering,3
-34.668,-13.672,-33.813,-0.381,-0.278,0.966,1746798277.050041,hammering,3
25.879,3.723,14.221,-0.568,-0.17,0.811,1746798277.050041,hammering,3
-19.287,-18.86,-16.663,-0.444,-0.22,0.843,1746798277.050041,hammering,3
30.884,-10.254,27.1,-0.432,-0.186,0.869,1746798277.050041,hammering,3
-64.209,-10.498,-66.101,0.013,-0.313,0.182,1746798277.050041,hammering,3
33.142,4.089,9.399,-0.24,-0.223,0.651,1746798277.050041,hammering,3
-64.453,31.921,-57.861,0.107,-0.268,-0.7,1746798277.198787,hammering,3
45.105,34.424,17.395,-0.366,-0.304,0.63,1746798277.298476,hammering,3
2.38,-48.889,-1.038,-0.312,-0.17,0.675,1746798277.402769,hammering,3
-55.237,-6.592,-52.002,-0.364,-0.391,0.988,1746798277.504314,hammering,3
38.696,10.986,20.935,-0.308,-0.281,0.65,1746798277.555039,hammering,3
-5.676,-26.245,-1.038,-0.296,-0.115,0.573,1746798277.706472,hammering,3
-62.378,9.949,-65.002,-0.492,-0.435,1.022,1746798277.804268,hammering,3
39.734,19.348,21.362,-0.185,-0.311,0.619,1746798277.91623,hammering,3
27.1,-7.08,22.156,-0.324,-0.171,0.716,1746798278.011772,hammering,3
-77.393,-21.484,-50.781,-0.424,-0.298,0.914,1746798278.118854,hammering,3
59.631,44.006,15.503,-0.468,-0.327,0.938,1746798278.163877,hammering,3
39.612,14.038,29.785,-0.459,-0.298,0.802,1746798278.264072,hammering,3
-47.974,-49.866,-36.987,-0.407,-0.235,0.767,1746798278.449047,hammering,3
57.678,-9.521,-18.066,-1.478,-0.051,2.062,1746798278.792506,hammering,3
27.771,49.622,23.071,-0.335,-0.318,0.554,1746798278.792506,hammering,3
-74.28,-23.438,-63.232,-0.348,-0.296,0.934,1746798279.0086,hammering,3
50.354,62.805,12.085,-1.068,-0.821,1.18,1746798279.0086,hammering,3
12.329,35.645,9.705,-0.661,-0.507,0.88,1746798279.140832,hammering,3
16.113,38.452,13.977,-0.604,-0.326,0.796,1746798279.140832,hammering,3
13.672,0.427,10.071,-0.609,-0.308,0.763,1746798279.239909,hammering,3
13.123,-3.723,5.066,-0.597,-0.288,0.795,1746798279.449099,hammering,3
11.292,6.226,-0.061,-0.602,-0.26,0.82,1746798279.449099,hammering,3
4.944,-0.793,-1.221,-0.624,-0.219,0.801,1746798279.548266,hammering,3
0.366,-8.85,3.357,-0.634,-0.274,0.821,1746798279.656468,hammering,3
-0.854,-7.935,9.827,-0.646,-0.264,0.872,1746798279.765769,hammering,3
0.671,-5.981,7.385,-0.595,-0.214,0.82,1746798279.99396,hammering,3
-9.338,9.888,-0.366,-0.546,-0.198,0.718,1746798279.99396,hammering,3
-30.273,26.428,-16.479,-0.528,-0.273,0.802,1746798280.0674,hammering,3
-12.573,9.094,-20.203,-0.607,-0.502,0.804,1746798280.17627,hammering,3
26.184,1.038,15.076,-0.58,-0.267,0.798,1746798280.294933,hammering,3
-4.517,-16.968,-13.123,-0.565,-0.216,0.727,1746798280.392256,hammering,3
-23.193,-25.513,-31.189,-0.66,-0.452,0.792,1746798281.560566,hammering,3
14.404,28.198,11.597,-0.687,-0.375,0.696,1746798281.560566,hammering,3
18.066,-4.395,8.057,-0.697,-0.637,1.021,1746798281.560566,hammering,3
11.292,2.625,13.611,-0.597,-0.29,0.779,1746798281.560566,hammering,3
18.433,31.067,15.686,-0.71,-0.488,0.943,1746798281.577354,hammering,3
-18.738,-18.982,-33.997,-0.509,-0.333,0.962,1746798281.58426,hammering,3
28.564,-26.367,12.146,-0.432,-0.445,0.92,1746798281.58426,hammering,3
21.362,-14.893,16.174,-0.57,-0.228,0.85,1746798281.605294,hammering,3
-31.372,-37.781,-22.034,-0.356,-0.258,0.752,1746798281.700435,hammering,3
11.841,27.71,13.55,-0.726,-0.525,1.438,1746798281.799083,hammering,3
23.926,-6.714,16.113,-0.509,-0.268,0.868,1746798281.889953,hammering,3
-19.653,-22.949,-23.56,-0.437,-0.259,0.701,1746798282.010467,hammering,3
17.517,62.866,30.579,-1.934,-0.821,1.506,1746798282.1122,hammering,3
27.344,12.39,19.714,-0.602,-0.313,0.818,1746798282.228523,hammering,3
8.85,-10.254,-5.554,-0.427,-0.208,0.61,1746798282.299428,hammering,3
-54.443,-7.202,-55.603,-0.167,-0.3,-0.556,1746798282.428199,hammering,3
16.418,42.664,16.785,-0.646,-0.4,0.558,1746798282.526538,hammering,3
9.766,-4.333,9.277,-0.395,-0.164,0.552,1746798282.624066,hammering,3
-57.068,-8.789,-34.607,-0.354,-0.225,0.938,1746798282.73974,hammering,3
53.833,99.548,35.339,-0.917,-0.684,1.204,1746798282.842325,hammering,3
36.499,-26.184,11.292,-0.589,-0.204,0.772,1746798282.964364,hammering,3
-57.678,-57.129,-50.659,-0.416,-0.159,1.086,1746798283.059712,hammering,3
73.364,54.871,24.231,-0.629,-0.477,0.942,1746798283.16294,hammering,3
38.147,13.0,35.95,-0.409,-0.224,0.789,1746798283.263643,hammering,3
-79.285,-36.255,-33.02,-0.397,-0.151,0.914,1746798283.357355,hammering,3
70.74,60.791,39.124,-0.707,-0.417,0.904,1746798283.48748,hammering,3
48.767,10.071,46.631,-0.427,-0.216,0.757,1746798283.746495,hammering,3
-76.782,-71.045,-52.063,-0.328,-0.303,0.92,1746798283.746495,hammering,3
59.753,-37.781,-14.526,1.343,-0.844,1.171,1746798283.880938,hammering,3
43.762,24.963,35.034,-0.468,-0.352,0.799,1746798283.956475,hammering,3
-58.533,-50.232,-38.879,-0.425,-0.252,0.941,1746798285.074148,hammering,3
60.547,48.34,8.423,0.261,-0.822,1.26,1746798285.074148,hammering,3
35.645,32.288,-17.761,-0.553,-0.201,0.736,1746798285.079339,hammering,3
13.0,11.841,-26.428,-0.807,-0.286,0.685,1746798285.079339,hammering,3
10.132,-10.193,2.258,-0.595,-0.179,0.789,1746798285.100209,hammering,3
-3.845,-23.56,7.812,-0.647,-0.254,0.815,1746798285.107793,hammering,3
-6.958,-14.404,9.949,-0.609,-0.228,0.784,1746798285.107793,hammering,3
-11.414,-10.742,4.517,-0.632,-0.322,0.877,1746798285.183371,hammering,3
-0.427,11.353,25.391,-0.575,-0.341,0.825,1746798285.230824,hammering,3
-10.803,-14.099,1.16,-0.418,-0.123,0.74,1746798285.396607,hammering,3
-26.306,15.93,-36.438,-0.606,-0.479,0.917,1746798285.396607,hammering,3
25.574,14.221,14.221,-0.631,-0.282,0.825,1746798285.52147,hammering,3
-9.338,-24.048,-13.245,-0.519,-0.155,0.643,1746798285.620168,hammering,3
-33.508,18.066,-34.973,0.006,-0.274,-0.035,1746798285.722734,hammering,3
13.306,29.907,12.146,-0.629,-0.295,0.683,1746798285.822896,hammering,3
7.019,-12.695,5.554,-0.505,-0.168,0.71,1746798285.9202,hammering,3
-27.527,-47.485,-22.461,-0.595,-0.325,0.984,1746798286.031131,hammering,3
25.513,54.565,17.395,-0.38,-0.377,0.704,1746798286.144908,hammering,3
21.179,-15.137,13.733,-0.476,-0.164,0.718,1746798286.307742,hammering,3
-53.833,-5.249,-38.94,-0.501,-0.263,1.078,1746798286.405568,hammering,3
38.513,32.776,12.878,-0.67,-0.514,0.915,1746798286.462182,hammering,3
31.86,1.77,32.166,-0.563,-0.25,0.773,1746798286.553185,hammering,3
-41.321,-58.838,-32.104,-0.412,-0.093,0.602,1746798286.685064,hammering,3
-58.716,2.747,-43.091,0.46,-0.629,0.609,1746798287.002448,hammering,3
35.156,32.837,22.095,-0.553,-0.367,0.742,1746798287.134991,hammering,3
26.428,-12.512,-0.061,-0.469,0.011,0.506,1746798287.134991,hammering,3
44.25,11.23,14.16,-0.492,-0.385,0.654,1746798287.233178,hammering,3
18.005,-17.517,21.912,-0.428,-0.047,0.614,1746798287.341754,hammering,3
-70.862,-73.12,-44.8,-0.414,-0.311,1.152,1746798287.418279,hammering,3
72.571,80.627,27.954,-0.998,-0.807,1.155,1746798287.519159,hammering,3
32.654,24.841,31.921,-0.56,-0.249,0.772,1746798287.651816,hammering,3
-52.368,-12.329,-45.654,-0.51,-0.175,1.09,1746798287.75885,hammering,3
34.119,62.073,23.682,-0.97,-0.804,1.212,1746798287.857126,hammering,3
22.156,9.399,22.827,-0.671,-0.314,0.755,1746798287.969368,hammering,3
-41.26,-35.583,-29.663,-0.3,-0.073,0.659,1746798288.06833,hammering,3
52.063,94.604,38.33,-3.159,-0.68,1.833,1746798288.15903,hammering,3
32.959,2.991,28.198,-0.568,-0.211,0.736,1746798288.284727,hammering,3
-25.818,-29.48,-35.889,-0.429,-0.171,0.899,1746798288.379883,hammering,3
96.13,66.956,31.982,-2.411,-0.088,2.079,1746798288.490851,hammering,3
31.006,17.761,18.921,-0.725,-0.374,0.843,1746798288.589677,hammering,3
36.621,20.203,7.019,-0.589,-0.215,0.646,1746798288.99942,hammering,3
1.282,50.232,-18.188,-0.661,-0.191,0.699,1746798288.99942,hammering,3
7.385,5.859,4.028,-0.768,-0.209,0.762,1746798289.17674,hammering,3
11.902,-2.075,13.672,-0.706,-0.231,0.772,1746798289.17674,hammering,3
6.531,-2.625,10.437,-0.723,-0.236,0.748,1746798289.278358,hammering,3
-0.732,7.263,6.226,-0.699,-0.19,0.738,1746798289.376348,hammering,3
0.549,3.906,3.906,-0.726,-0.143,0.716,1746798289.474976,hammering,3
-3.906,3.235,11.536,-0.776,-0.124,0.742,1746798289.632212,hammering,3
-18.188,-23.132,17.822,-0.901,-0.134,0.852,1746798289.710082,hammering,3
-8.667,-41.138,26.367,-0.706,-0.198,0.718,1746798289.788069,hammering,3
-10.071,-17.212,8.301,-0.538,-0.218,0.714,1746798289.885379,hammering,3
-16.479,-10.315,-3.662,-0.718,-0.237,0.839,1746798290.000918,hammering,3
-6.409,-22.278,7.69,-0.603,-0.181,0.805,1746798290.097469,hammering,3
-19.775,-19.531,-3.845,-0.493,-0.098,0.693,1746798290.208219,hammering,3
-34.18,17.151,-32.959,-0.863,-0.49,1.135,1746798290.421959,hammering,3
27.283,9.277,23.01,-0.615,-0.22,0.841,1746798290.52475,hammering,3
0.793,-10.559,-1.343,-0.374,-0.092,0.61,1746798290.52475,hammering,3
-49.988,12.024,-44.8,-0.472,-0.439,1.116,1746798290.619709,hammering,3
31.189,-1.16,3.967,-0.552,-0.225,0.815,1746798290.722744,hammering,3
15.686,-3.296,10.864,-0.517,-0.151,0.785,1746798290.839628,hammering,3
-22.461,-23.315,-29.968,-0.48,-0.362,0.901,1746798290.953956,hammering,3
28.625,10.925,9.338,-0.653,-0.3,0.9,1746798291.059891,hammering,3
22.522,3.723,11.719,-0.561,-0.241,0.803,1746798291.205232,hammering,3
-21.729,3.113,-14.771,-0.428,-0.067,0.462,1746798291.442091,hammering,3
-32.898,58.105,-38.391,-0.308,-0.4,-0.637,1746798291.442091,hammering,3
32.349,-15.137,25.94,-0.601,-0.215,0.886,1746798291.540878,hammering,3
3.418,-25.513,12.512,-0.217,0.001,0.472,1746798291.581239,hammering,3
-78.369,-3.174,-57.861,-0.597,-0.438,1.324,1746798291.743743,hammering,3
41.443,44.678,17.761,-0.591,-0.301,0.78,1746798291.837051,hammering,3
30.029,-2.075,16.907,-0.42,-0.2,0.783,1746798291.947902,hammering,3
-57.983,-9.399,-66.895,-0.379,-0.249,1.1,1746798292.155739,hammering,3
61.157,14.709,11.353,-0.54,-0.454,0.997,1746798292.250588,hammering,3
29.419,-20.325,18.005,-0.554,-0.21,0.843,1746798292.250588,hammering,3
-35.034,-60.73,-28.381,-0.447,-0.128,0.546,1746798292.356138,hammering,3
24.658,41.382,11.475,-1.625,-1.683,1.081,1746798292.468409,hammering,3
24.658,15.198,26.794,-0.509,-0.223,0.758,1746798292.549964,hammering,3
-27.893,-15.015,-28.687,-0.352,-0.049,0.568,1746798292.666227,hammering,3
-70.007,26.978,-54.382,0.315,-0.543,1.319,1746798292.760912,hammering,3
36.316,34.485,22.095,-0.396,-0.32,0.559,1746798292.858391,hammering,3
5.554,5.005,0.916,-0.375,-0.059,0.607,1746798292.972594,hammering,3
-61.096,30.151,-55.054,-0.167,-0.538,-0.895,1746798293.083443,hammering,3
26.794,9.827,14.404,-0.498,-0.382,0.666,1746798293.275914,hammering,3
17.395,26.428,8.667,-0.411,-0.102,0.559,1746798293.465934,hammering,3
-56.946,3.845,-52.795,-0.47,-0.406,1.342,1746798293.465934,hammering,3
63.477,25.452,31.921,-0.489,-0.331,0.738,1746798293.581144,hammering,3
17.761,10.803,27.466,-0.52,-0.079,0.711,1746798293.62461,hammering,3
-54.321,-113.586,-47.119,-0.413,-0.232,0.833,1746798293.72349,hammering,3
83.069,76.843,48.096,-2.421,-0.565,2.481,1746798293.831617,hammering,3
24.536,70.862,16.052,-0.464,-0.443,0.786,1746798293.977281,hammering,3
28.809,48.218,7.141,-0.566,-0.187,0.617,1746798294.107382,hammering,3
5.066,17.029,-14.893,-0.724,-0.253,0.77,1746798294.208462,hammering,3
-6.409,2.563,-10.864,-0.781,-0.323,0.778,1746798294.311352,hammering,3
4.333,-11.536,-2.625,-0.751,-0.354,0.799,1746798294.396078,hammering,3
7.141,-2.136,4.15,-0.662,-0.284,0.73,1746798294.495547,hammering,3
0.244,11.658,1.953,-0.681,-0.218,0.726,1746798294.610542,hammering,3
-6.104,6.47,1.404,-0.685,-0.273,0.746,1746798294.704262,hammering,3
-1.709,-12.146,2.319,-0.729,-0.331,0.751,1746798294.890631,hammering,3
3.418,-10.986,2.686,-0.634,-0.325,0.725,1746798295.021751,hammering,3
2.258,4.456,-2.38,-0.668,-0.308,0.746,1746798295.021751,hammering,3
4.578,0.549,-6.958,-0.696,-0.325,0.776,1746798295.127666,hammering,3
9.216,-3.418,-8.667,-0.676,-0.299,0.808,1746798295.236921,hammering,3
15.991,-4.333,-3.357,-0.621,-0.295,0.75,1746798295.531555,hammering,3
11.902,15.442,-2.136,-0.672,-0.291,0.778,1746798295.531555,hammering,3
7.935,1.465,-4.15,-0.639,-0.303,0.777,1746798295.633333,hammering,3
-3.052,19.47,-1.343,-0.658,-0.208,0.808,1746798295.729701,hammering,3
16.785,-3.479,13.794,-0.746,-0.291,0.786,1746798295.831691,hammering,3
17.7,16.296,26.062,-0.726,-0.19,0.758,1746798295.931579,hammering,3
7.202,26.489,17.151,-0.7,-0.12,0.673,1746798296.039254,hammering,3
0.732,4.272,5.615,-0.807,-0.174,0.738,1746798296.136769,hammering,3
-0.305,-7.385,2.808,-0.793,-0.157,0.733,1746798296.245729,hammering,3
-0.305,-3.784,-12.695,-0.733,-0.168,0.718,1746798296.345136,hammering,3
-1.038,1.404,-21.057,-0.669,-0.177,0.711,1746798296.654325,hammering,3
0.854,-2.686,-19.165,-0.69,-0.171,0.735,1746798296.654325,hammering,3
5.859,-2.686,-5.981,-0.662,-0.273,0.765,1746798296.740292,hammering,3
-2.136,2.319,-13.489,-0.706,-0.262,0.809,1746798296.907593,hammering,3
11.841,-37.781,-5.92,-0.66,-0.292,0.786,1746798297.086376,hammering,3
-11.597,-34.119,-6.897,-0.579,-0.18,0.71,1746798297.086376,hammering,3
-34.79,5.92,-34.973,-0.72,-0.465,1.022,1746798297.134832,hammering,3
29.297,36.865,20.569,-0.72,-0.292,0.824,1746798297.279106,hammering,3
-13.794,-14.343,-10.681,-0.424,-0.166,0.622,1746798297.371971,hammering,3
-39.307,3.174,-35.034,0.006,-0.339,0.19,1746798297.469413,hammering,3
28.32,1.831,11.23,-0.494,-0.269,0.718,1746798297.550887,hammering,3
-11.902,-15.747,-6.836,-0.365,-0.127,0.724,1746798297.647506,hammering,3
-33.691,36.438,-32.776,-0.073,-0.38,-0.583,1746798297.786409,hammering,3
18.25,7.202,18.066,-0.605,-0.351,0.858,1746798299.053822,hammering,3
0.488,-18.494,5.493,-0.367,-0.163,0.604,1746798299.053822,hammering,3
33.203,57.495,18.433,-0.502,-0.41,0.845,1746798299.053822,hammering,3
30.518,-0.488,20.508,-0.503,-0.168,0.812,1746798299.053822,hammering,3
42.664,-1.953,18.311,-0.516,-0.369,0.83,1746798299.07081,hammering,3
-65.674,-4.15,-41.382,-0.209,-0.259,0.976,1746798299.07855,hammering,3
36.926,61.34,21.301,-0.624,-0.412,0.883,1746798299.07855,hammering,3
-39.368,-29.053,-38.513,-0.217,-0.227,0.953,1746798299.109655,hammering,3
50.232,31.433,12.329,-1.004,-0.887,1.291,1746798299.160112,hammering,3
30.396,2.075,36.438,-0.51,-0.267,0.786,1746798299.306693,hammering,3
-41.443,-48.218,-15.137,-0.476,-0.173,0.812,1746798299.386197,hammering,3
43.64,37.964,20.691,-0.672,-0.854,1.532,1746798299.521267,hammering,3
29.968,12.146,34.851,-0.461,-0.249,0.877,1746798299.58728,hammering,3
-41.992,-22.644,-21.484,-0.248,-0.095,0.616,1746798299.721115,hammering,3
-0.305,39.612,-23.621,-0.553,-2.042,2.394,1746798299.818248,hammering,3
25.33,26.306,22.644,-0.473,-0.376,0.676,1746798299.883908,hammering,3
-1.465,-16.602,-8.789,-0.229,-0.114,0.526,1746798300.016657,hammering,3
-140.564,1.892,-77.576,0.708,-0.369,0.253,1746798300.108469,hammering,3
43.945,25.757,8.667,-0.329,-0.428,0.517,1746798300.229756,hammering,3
40.649,27.222,3.418,-0.526,-0.324,0.775,1746798300.337023,hammering,3
18.616,18.311,-11.719,-0.531,-0.195,0.752,1746798300.448215,hammering,3
-1.282,0.183,-7.935,-0.682,-0.248,0.949,1746798300.578884,hammering,3
11.169,-2.136,12.39,-0.585,-0.308,0.86,1746798300.64866,hammering,3
12.39,-6.592,15.015,-0.503,-0.245,0.906,1746798300.761723,hammering,3
-1.16,8.545,1.465,-0.414,-0.192,0.781,1746798300.869991,hammering,3
-11.719,5.737,-3.052,-0.515,-0.267,0.881,1746798300.987201,hammering,3
-7.568,-6.287,-2.502,-0.464,-0.28,0.879,1746798301.099264,hammering,3
-36.621,-5.432,-21.362,-0.435,-0.336,1.104,1746798301.191025,hammering,3
25.696,17.456,13.428,-0.687,-0.425,0.955,1746798301.287959,hammering,3
13.611,-7.812,8.972,-0.414,-0.175,0.76,1746798301.385674,hammering,3
-36.743,-22.827,-33.569,-0.326,-0.293,0.879,1746798301.514184,hammering,3
24.963,10.315,1.587,-0.494,-0.402,0.708,1746798301.659068,hammering,3
7.446,-10.803,5.066,-0.436,-0.175,0.735,1746798301.772242,hammering,3
-27.893,-11.597,-34.668,-0.382,-0.387,1.046,1746798301.869292,hammering,3
24.719,9.766,3.113,-0.431,-0.456,0.839,1746798301.926254,hammering,3
20.325,-5.859,17.273,-0.427,-0.211,0.753,1746798302.079612,hammering,3
-41.443,-18.25,-42.053,-0.5,-0.374,1.214,1746798302.186105,hammering,3
35.522,26.245,18.433,-0.46,-0.418,0.809,1746798302.501578,hammering,3
34.18,-24.048,20.813,-0.339,-0.134,0.716,1746798302.501578,hammering,3
27.466,88.806,25.513,-1.478,-0.591,2.276,1746798302.593991,hammering,3
